,purpose,int.rate,installment,annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
16199,debt_consolidation,0.0915,195.07,31860.84,19.64,710,2871,33928.0,34.6,3,0,0,0
16200,credit_card,0.095,708.16,161840.21,7.68,775,5726,29233.0,43.3,0,0,0,0
16201,small_business,0.1265,468.2,48261.64,1.4,707,2774,17844.0,61.2,5,0,0,0
16202,small_business,0.1748,828.8,34573.6,13.75,674,5108,128591.0,86.9,3,2,0,0
16203,all_other,0.1329,42.58,37856.91,5.65,662,2300,4480.0,92.9,3,0,0,0
16204,major_purchase,0.1426,264.22,41777.15,13.81,688,2326,50839.0,77.5,0,2,0,0
16205,credit_card,0.118,209.2,23261.49,18.1,690,7550,8489.0,20.6,0,1,0,1
16206,debt_consolidation,0.1444,289.63,77424.23,23.48,664,5094,10834.0,59.5,1,0,0,0
16207,debt_consolidation,0.0881,53.04,19414.42,19.31,715,5451,20116.0,42.1,0,0,0,0
16208,credit_card,0.096,683.55,122945.78,15.85,749,5964,13753.0,36.4,0,0,0,0
16209,home_improvement,0.1814,807.02,82578.97,2.04,656,3301,24123.0,35.1,3,0,0,1
16210,,0.0771,187.99,29135.31,13.88,756,13840,20826.0,29.0,3,0,0,0
16211,small_business,0.1343,869.0,51082.22,16.03,755,5399,2460.0,4.5,0,0,0,1
16212,educational,0.0966,198.9,37451.8,13.85,755,11289,19703.0,47.6,1,0,0,0
16213,debt_consolidation,0.1146,866.48,84705.09,16.41,724,5022,47884.0,17.2,0,0,0,0
16214,home_improvement,0.0999,717.1,82282.3,5.93,795,5985,1654.0,0.7,1,0,0,0
16215,credit_card,0.1647,242.11,43844.83,23.51,696,5736,27588.0,48.2,0,0,0,0
16216,credit_card,0.1354,653.35,214816.61,3.88,701,3569,15057.0,51.3,0,0,0,0
16217,home_improvement,0.0909,442.47,71228.11,7.62,692,5259,1316.0,28.0,1,0,0,0
16218,educational,0.0705,335.41,71353.88,8.19,791,6944,2510.0,6.7,0,0,0,0
16219,debt_consolidation,0.138,181.13,42948.14,9.85,650,4022,4347.0,81.1,0,1,0,0
16220,small_business,0.2091,793.69,308436.22,18.53,663,6123,18220.0,54.6,4,0,0,0
16221,educational,0.1335,90.66,37703.02,15.77,677,5265,21619.0,48.8,0,0,0,1
16222,all_other,0.0783,76.27,32740.22,15.73,751,2952,13508.0,41.9,0,0,0,0
16223,small_business,0.096,165.91,132580.92,16.81,744,3681,35253.0,14.6,5,0,0,1
16224,credit_card,0.1183,608.88,161442.75,17.94,741,4998,25632.0,37.7,1,0,0,0
16225,credit_card,0.1187,177.11,186963.37,8.59,687,4958,24783.0,95.2,2,0,0,0
16226,debt_consolidation,0.0891,511.03,29379.61,15.98,789,3876,61414.0,42.4,0,0,0,0
16227,major_purchase,0.112,242.28,119860.12,12.04,738,5787,55249.0,35.8,1,0,0,0
16228,credit_card,0.1451,649.16,139911.89,13.65,683,4828,65878.0,67.7,0,0,0,0
16229,major_purchase,0.113,105.13,63607.85,4.2,739,2846,2697.0,42.2,2,0,0,0
16230,debt_consolidation,0.0773,173.45,63500.23,12.3,729,7337,26150.0,45.7,2,0,0,0
16231,debt_consolidation,0.1174,542.89,41554.92,12.46,683,6966,3584.0,35.4,3,0,0,0
16232,small_business,0.1025,445.16,45438.55,1.22,748,3253,289.0,25.5,0,0,0,0
16233,educational,0.1066,193.6,72232.38,17.06,733,3314,9642.0,51.5,2,0,0,0
16234,all_other,0.121,342.86,62949.76,3.31,807,2559,3269.0,4.3,0,0,0,0
16235,all_other,0.1262,127.96,75594.78,7.12,692,4096,4484.0,18.0,0,0,0,0
16236,credit_card,0.1244,31.15,15079.88,19.28,676,2684,2734.0,96.7,0,0,0,0
16237,educational,0.1358,126.38,20504.93,24.83,695,818,1060.0,21.4,0,0,0,0
16238,small_business,0.0909,286.61,132939.93,22.75,768,15205,22904.0,15.1,0,0,0,0
16239,all_other,0.1541,16.04,41729.39,16.78,702,3743,2747.0,95.6,3,0,0,0
16240,debt_consolidation,0.133,58.23,45789.97,28.15,651,1093,15431.0,21.9,4,0,0,1
16241,small_business,0.068,115.86,26160.5,3.93,768,5936,8807.0,39.7,0,0,0,0
16242,major_purchase,0.1298,235.85,71482.67,16.98,735,12958,21868.0,30.6,3,0,0,0
16243,educational,0.119,262.48,42334.75,20.38,709,4775,5971.0,30.0,0,1,0,0
16244,educational,0.1393,327.7,73040.65,13.3,685,3828,17416.0,75.4,0,0,0,0
16245,debt_consolidation,0.1141,417.19,62470.37,9.7,722,4847,675.0,37.3,4,0,0,0
16246,all_other,0.0725,312.91,80123.88,3.81,760,4552,44931.0,53.9,0,0,0,0
16247,debt_consolidation,0.1329,683.76,157820.03,2.43,752,5481,11158.0,9.6,4,0,0,1
16248,all_other,0.1401,236.82,15249.03,21.78,667,6045,3485.0,93.8,0,0,0,0
16249,debt_consolidation,0.1799,331.8,118510.14,0.59,692,2035,3985.0,41.4,1,0,0,0
16250,credit_card,0.0847,70.6,28423.86,4.48,794,5726,2473.0,23.1,0,0,0,0
16251,debt_consolidation,0.1746,385.21,108018.85,15.16,693,8072,20682.0,103.3,1,0,0,0
16252,educational,0.1269,47.72,14285.23,17.58,692,2188,3470.0,48.2,1,0,0,0
16253,home_improvement,0.1375,914.72,212877.36,3.65,720,6380,101135.0,7.0,0,0,0,0
16254,small_business,0.0952,555.75,123205.77,13.87,774,6578,4521.0,40.9,0,0,0,0
16255,educational,0.1082,315.62,29528.44,19.95,746,5848,55398.0,52.1,1,0,0,0
16256,debt_consolidation,0.1259,161.06,71585.08,5.96,711,4247,36835.0,82.4,2,0,0,0
16257,debt_consolidation,0.1919,155.16,24987.14,25.09,655,3930,12886.0,88.1,1,0,0,0
16258,debt_consolidation,0.0849,239.0,30422.0,17.61,735,2163,2990.0,21.0,0,0,0,0
16259,home_improvement,0.0736,336.48,60418.08,6.97,770,4478,3260.0,0.6,2,0,0,0
16260,educational,0.0895,130.0,47059.78,13.51,730,5906,5446.0,42.1,1,0,0,0
16261,debt_consolidation,0.1307,353.39,27693.26,13.16,673,4252,6093.0,85.0,3,0,0,0
16262,major_purchase,0.1209,227.82,72734.29,19.49,719,3367,24860.0,69.5,0,1,0,0
16263,all_other,0.1172,271.65,89574.96,2.26,716,2922,2980.0,4.5,0,0,0,0
16264,home_improvement,0.1224,337.96,135607.93,12.32,702,3980,40799.0,71.2,1,0,0,0
16265,all_other,0.1433,218.92,75281.86,6.31,688,1359,7450.0,39.3,1,0,0,0
16266,credit_card,0.1133,226.52,89802.75,19.15,720,7524,17797.0,40.6,0,0,0,0
16267,major_purchase,0.1491,73.27,87013.66,12.47,668,1008,1291.0,64.9,5,0,0,1
16268,home_improvement,0.1347,240.48,135645.12,2.36,676,1409,3748.0,18.4,1,0,1,1
16269,credit_card,0.13,383.82,76059.33,9.94,717,2363,14797.0,18.4,1,0,0,0
16270,credit_card,0.1398,170.93,77577.51,16.78,692,3249,4023.0,58.9,0,0,0,0
16271,credit_card,0.0855,155.94,44845.33,19.28,725,7691,10849.0,34.4,0,0,0,0
16272,educational,0.1439,217.04,58838.72,14.85,659,4564,27675.0,57.5,1,0,0,0
16273,small_business,0.1087,171.96,39869.46,4.77,717,2944,2462.0,70.3,1,0,0,0
16274,major_purchase,0.1042,185.03,27534.78,6.16,720,1919,880.0,13.2,3,0,0,0
16275,small_business,0.1399,549.59,121154.78,0.73,780,11608,3174.0,19.5,2,0,1,0
16276,credit_card,0.1277,477.7,65146.5,16.39,728,8129,23404.0,86.0,0,1,0,0
16277,debt_consolidation,0.1466,232.76,81648.13,3.88,660,2327,5107.0,57.2,2,3,0,0
16278,home_improvement,0.1027,553.73,110466.46,10.4,773,6831,4155.0,1.1,0,0,0,0
16279,small_business,0.1169,193.98,17836.38,5.24,724,2194,2445.0,29.8,1,0,0,0
16280,debt_consolidation,0.1413,183.52,39092.86,7.77,662,2218,7492.0,63.6,0,0,0,0
16281,debt_consolidation,0.1525,509.62,44596.54,15.2,719,3701,21080.0,78.4,0,1,0,0
16282,educational,0.1185,640.86,115650.7,18.45,719,7330,94706.0,45.2,2,0,0,0
16283,credit_card,0.1621,160.15,85593.6,15.97,679,5313,12564.0,94.9,1,0,0,0
16284,major_purchase,0.1416,63.0,45736.65,16.21,677,6238,26363.0,95.5,2,0,0,0
16285,home_improvement,0.0979,400.21,96507.11,12.18,788,4446,34836.0,39.4,0,0,0,0
16286,educational,0.1207,41.35,69368.59,6.23,653,463,2008.0,71.0,2,0,0,1
16287,small_business,0.0773,117.71,55422.96,7.68,753,5026,94.0,13.0,0,0,0,0
16288,small_business,0.1734,208.69,65667.17,14.53,693,7297,2883.0,18.7,2,0,0,0
16289,debt_consolidation,0.1413,672.33,30653.93,10.72,718,4065,7132.0,57.3,0,0,0,0
16290,credit_card,0.0974,229.02,51033.4,15.27,778,2276,5023.0,28.1,0,0,0,0
16291,credit_card,0.1461,769.92,105121.39,15.51,751,3387,25330.0,8.0,1,0,0,0
16292,credit_card,0.1335,281.71,46721.2,9.67,685,4748,8635.0,41.9,0,0,0,0
16293,debt_consolidation,0.096,319.97,69689.91,6.34,688,4544,17641.0,82.0,1,0,0,0
16294,all_other,0.1153,647.16,74317.62,17.11,724,5829,8466.0,76.7,0,0,0,0
16295,small_business,0.1366,388.35,209538.72,21.47,697,4999,10350.0,20.5,8,0,0,0
16296,debt_consolidation,0.1566,153.16,82784.19,25.91,646,8643,7594.0,99.7,1,1,0,0
16297,debt_consolidation,0.0764,330.22,32777.36,5.08,757,4465,5367.0,16.6,0,0,0,0
16298,all_other,0.0733,324.1,9781.2,16.86,749,6082,964.0,2.4,1,0,0,0
16299,credit_card,0.0963,231.05,32749.95,11.08,731,5031,11122.0,57.2,0,0,0,0
16300,all_other,0.0777,114.15,86713.02,14.53,792,2578,13936.0,27.1,0,0,0,0
16301,all_other,0.1356,49.1,50112.56,7.72,680,3417,9416.0,73.0,0,0,0,1
16302,credit_card,0.119,190.23,51668.81,16.39,734,7629,7929.0,45.0,0,0,0,0
16303,educational,0.1142,225.61,76171.06,8.19,691,4069,8173.0,34.8,2,0,0,0
16304,small_business,0.1323,821.11,96691.94,6.72,718,4998,76183.0,53.6,1,0,0,0
16305,all_other,0.177,516.09,120169.74,12.33,708,3542,10781.0,87.8,3,0,0,0
16306,home_improvement,0.0891,98.97,42411.04,19.99,704,2289,1811.0,34.0,5,0,0,0
16307,credit_card,0.1008,325.65,71689.69,20.97,760,5897,34631.0,40.2,1,0,0,0
16308,,0.1586,827.27,60992.23,21.82,686,11352,80727.0,76.4,0,0,0,0
16309,educational,0.088,198.5,44946.63,5.83,752,4044,2211.0,13.8,0,0,0,0
16310,educational,0.1078,57.19,31217.41,17.65,731,3218,16658.0,53.2,0,0,0,0
16311,educational,0.1214,90.79,34327.52,1.29,703,2749,2204.0,73.0,0,0,0,0
16312,debt_consolidation,0.1183,378.44,125791.76,14.53,720,3180,9928.0,33.8,0,1,0,0
16313,educational,0.1626,60.01,44337.71,1.2,675,2941,3631.0,24.9,4,0,0,0
16314,debt_consolidation,0.0946,187.02,52370.71,15.35,698,1290,2041.0,39.8,0,0,0,0
16315,major_purchase,0.1473,42.56,16225.12,13.3,697,2124,4059.0,40.4,0,0,0,0
16316,debt_consolidation,0.1299,53.32,44997.61,20.97,671,2862,15443.0,94.2,1,0,0,0
16317,credit_card,0.1303,241.77,85819.7,20.14,696,4514,8159.0,32.6,1,0,0,0
16318,home_improvement,0.0707,336.67,87876.5,24.74,749,10169,23299.0,34.3,1,0,0,0
16319,debt_consolidation,0.12,132.46,77317.9,7.72,673,7677,3979.0,39.0,1,0,0,1
16320,credit_card,0.0998,183.49,76337.91,5.21,742,4419,11967.0,36.1,4,0,0,0
16321,debt_consolidation,0.1549,136.15,31022.22,24.59,665,2506,22508.0,99.9,3,0,0,0
16322,major_purchase,0.1047,282.89,25177.05,4.29,734,908,7890.0,45.8,0,0,0,0
16323,major_purchase,0.1149,483.94,33801.51,6.94,744,1490,4814.0,7.5,0,0,0,0
16324,debt_consolidation,0.1332,378.98,32819.62,23.13,681,4171,12985.0,63.9,0,0,0,1
16325,major_purchase,0.1147,351.8,58748.07,18.14,729,5527,1046.0,2.5,2,0,0,0
16326,educational,0.0779,392.07,82936.27,13.24,767,6644,5392.0,32.3,2,0,0,1
16327,major_purchase,0.0963,175.5,59443.06,14.62,728,3664,9030.0,34.8,0,0,0,0
16328,major_purchase,0.1202,439.68,50181.96,12.78,699,4364,19582.0,87.2,0,0,0,0
16329,home_improvement,0.1425,736.6,136552.61,12.65,723,6481,55738.0,41.8,0,2,0,0
16330,debt_consolidation,0.1428,330.12,63348.21,10.43,674,3372,30490.0,97.3,0,0,0,0
16331,all_other,0.1162,158.09,38128.92,21.24,671,4674,432.0,50.0,2,0,0,0
16332,home_improvement,0.108,329.88,66188.93,4.05,729,2206,7427.0,21.0,5,0,0,0
16333,all_other,0.1153,272.95,76805.26,11.33,718,6444,8654.0,42.9,0,0,0,0
16334,credit_card,0.1392,198.98,56635.54,16.09,692,9760,23992.0,58.9,0,0,0,0
16335,credit_card,0.1157,31.55,37653.13,15.79,696,1604,26060.0,91.0,2,0,0,0
16336,debt_consolidation,0.152,357.29,62679.99,10.72,676,2106,13993.0,92.9,1,0,0,0
16337,credit_card,0.1213,269.21,42038.07,18.53,695,1969,18135.0,93.1,3,0,0,0
16338,credit_card,0.1505,196.25,60399.37,20.82,680,4229,36618.0,89.1,3,0,0,0
16339,major_purchase,0.0917,169.79,71895.69,1.7,733,5405,1357.0,41.2,0,0,0,0
16340,debt_consolidation,0.0901,93.3,17186.87,8.87,719,3314,16962.0,43.5,0,0,0,0
16341,,0.1697,308.28,63639.1,22.47,664,4562,22583.0,82.2,0,1,0,0
16342,debt_consolidation,0.1346,186.26,37463.52,23.01,703,2207,9575.0,28.9,0,3,0,0
16343,debt_consolidation,0.1115,938.21,49869.7,5.5,725,6204,19825.0,88.8,0,0,0,0
16344,all_other,0.0783,176.4,57998.02,3.37,770,4234,8234.0,23.9,0,0,0,0
16345,major_purchase,0.0917,27.71,25316.89,16.58,744,4990,11343.0,8.2,2,0,0,0
16346,educational,0.1329,264.8,35279.78,12.27,692,2525,3032.0,45.3,1,0,0,0
16347,all_other,0.1504,87.99,69724.04,3.17,669,2296,3296.0,47.8,4,1,0,1
16348,all_other,0.1353,138.8,50035.63,20.6,680,8296,17122.0,60.8,3,2,0,0
16349,educational,0.1307,119.33,19310.09,1.85,661,2388,989.0,36.3,6,0,0,0
16350,all_other,0.1485,51.7,44185.11,21.53,651,1646,3686.0,72.9,3,0,0,1
16351,credit_card,0.1062,143.97,45799.7,18.66,680,3765,23498.0,80.7,0,1,0,0
16352,all_other,0.1435,185.61,43200.31,22.91,695,4120,39111.0,31.2,12,0,0,1
16353,credit_card,0.1118,169.58,26701.26,15.54,739,7223,30612.0,66.8,3,0,0,0
16354,debt_consolidation,0.1091,70.68,75948.42,13.98,672,5253,23147.0,76.4,1,0,0,0
16355,credit_card,0.1199,163.76,28798.41,15.68,691,2515,4061.0,83.2,0,0,0,0
16356,all_other,0.076,238.57,24412.99,1.39,773,4861,3037.0,18.2,1,0,0,0
16357,small_business,0.1885,660.68,130508.79,9.82,706,3004,19605.0,63.0,0,0,0,0
16358,major_purchase,0.1537,130.32,37740.08,6.72,673,2395,5049.0,83.4,3,0,0,0
16359,debt_consolidation,0.1269,238.53,43307.58,22.24,697,3517,12320.0,89.1,0,0,0,0
16360,home_improvement,0.0862,359.69,81879.69,8.31,732,11274,26680.0,1.0,0,0,0,0
16361,all_other,0.1183,421.53,75924.64,8.51,735,2629,2296.0,24.1,0,0,0,0
16362,major_purchase,0.0898,157.12,80544.61,5.74,744,5811,9060.0,9.7,2,0,0,0
16363,all_other,0.0754,342.3,37255.3,8.42,790,4892,921.0,2.2,0,0,0,0
16364,debt_consolidation,0.1272,381.59,54575.27,9.29,709,4179,8511.0,39.8,0,1,0,0
16365,debt_consolidation,0.1982,139.06,61917.64,8.66,659,4174,6064.0,65.3,4,0,0,1
16366,debt_consolidation,0.1753,876.02,105493.39,12.01,684,2231,3180.0,16.1,8,0,0,1
16367,small_business,0.1404,283.52,31551.69,12.56,683,7436,1446.0,17.9,1,1,0,0
16368,debt_consolidation,0.0996,316.1,14924.7,9.65,739,5608,10930.0,41.9,0,0,0,0
16369,credit_card,0.1002,316.13,31526.92,6.43,718,1435,1222.0,31.1,0,0,0,0
16370,all_other,0.1128,206.0,80069.98,18.8,671,10205,3308.0,32.7,4,1,0,1
16371,,0.1556,97.3,34146.89,3.16,668,404,2493.0,69.4,1,0,0,0
16372,debt_consolidation,0.1124,349.66,32510.57,2.04,726,4097,4898.0,31.4,3,0,0,0
16373,home_improvement,0.117,708.8,50565.07,2.48,707,1801,8722.0,67.6,4,1,0,1
16374,educational,0.14,,49887.93,1.52,690,338,709.0,4.5,1,1,0,0
16375,major_purchase,0.074,186.98,212544.73,2.53,730,5190,3489.0,18.1,0,0,1,0
16376,debt_consolidation,0.1302,104.64,49544.94,7.75,637,7078,20375.0,91.1,2,1,1,0
16377,educational,0.107,171.53,70304.93,16.12,680,2689,5997.0,56.7,0,0,0,1
16378,debt_consolidation,0.1024,244.77,34317.08,18.35,690,4007,20645.0,50.7,0,0,0,0
16379,credit_card,0.0791,182.97,27794.03,12.8,782,6931,3986.0,3.3,0,0,0,0
16380,educational,0.1212,748.37,152555.0,5.68,709,2693,6206.0,30.0,2,0,0,0
16381,small_business,0.1524,142.47,76457.9,9.43,661,3499,24372.0,94.3,3,1,0,0
16382,home_improvement,0.1798,277.94,51905.64,1.88,664,8451,235.0,6.1,12,0,1,1
16383,small_business,0.1165,832.45,50142.8,1.89,737,3229,3102.0,1.1,0,0,0,0
16384,all_other,0.0965,183.09,71650.08,8.45,728,10695,47944.0,32.0,2,0,0,0
16385,home_improvement,0.117,302.86,96117.73,9.52,660,4288,6037.0,23.9,4,1,0,0
16386,educational,0.0834,118.47,21917.01,19.04,692,3959,32004.0,47.5,0,0,0,0
16387,debt_consolidation,0.1673,603.41,79979.9,15.95,705,6694,68620.0,52.9,0,0,0,0
16388,small_business,0.1053,32.68,86823.34,13.86,706,4695,10024.0,54.3,0,1,0,0
16389,home_improvement,0.1314,495.35,49199.45,19.17,700,1719,10952.0,49.8,1,0,0,1
16390,major_purchase,0.1383,124.16,50584.0,23.66,665,3909,1053.0,50.4,1,0,0,0
16391,debt_consolidation,0.1471,306.66,48212.79,22.54,685,5550,2631.0,34.9,0,0,1,1
16392,all_other,0.1125,248.35,46828.72,19.1,709,4168,8278.0,20.2,0,1,0,1
16393,home_improvement,0.0988,223.99,79733.81,10.29,751,5571,8846.0,57.2,0,0,0,0
16394,,0.136,37.17,41603.26,20.62,658,988,4388.0,71.5,3,0,0,0
16395,major_purchase,0.1253,235.93,50423.89,15.91,731,9840,15333.0,23.8,0,0,0,0
16396,educational,0.1274,311.5,29431.47,5.1,714,1891,375.0,31.3,8,0,0,0
16397,credit_card,0.0944,333.74,57365.58,24.82,687,9990,26949.0,63.3,1,0,0,0
16398,small_business,0.1692,919.57,65799.56,6.57,726,2433,1050.0,13.6,8,0,0,1
16399,debt_consolidation,0.1145,438.84,62828.38,21.55,680,3184,18640.0,46.7,1,0,0,0
16400,home_improvement,0.0968,195.86,14357.97,2.32,807,4742,728.0,3.7,0,0,0,0
16401,credit_card,0.1489,249.62,41551.58,23.13,658,3805,8871.0,69.0,1,0,0,0
16402,credit_card,0.1277,827.55,104012.09,1.98,722,3053,2365.0,10.6,3,0,0,1
16403,debt_consolidation,0.136,128.36,54432.19,14.75,666,5577,18578.0,93.4,3,1,0,0
16404,home_improvement,0.1418,208.52,64792.87,6.58,686,1713,22485.0,13.6,0,0,0,0
16405,home_improvement,0.1457,248.65,2480.7,21.48,630,744,1046.0,52.4,0,0,0,0
16406,all_other,0.1142,122.47,23555.14,15.69,709,3567,51597.0,45.0,3,0,0,0
16407,major_purchase,0.1095,230.22,31516.37,3.51,733,3541,231.0,31.7,0,0,0,0
16408,debt_consolidation,0.1889,543.94,63132.86,15.89,682,4883,10309.0,94.6,0,0,0,0
16409,debt_consolidation,0.15,103.94,39892.66,22.8,671,1985,15697.0,96.8,3,0,0,0
16410,educational,0.1066,186.55,41774.13,1.98,728,3416,3185.0,0.7,0,0,0,0
16411,credit_card,0.1843,837.67,67288.85,11.01,695,7073,9380.0,12.2,5,0,0,0
16412,credit_card,0.1125,229.65,34565.44,8.15,685,3414,7343.0,41.8,0,0,0,0
16413,credit_card,0.071,360.06,56975.2,1.11,776,6188,68042.0,0.7,0,0,0,0
16414,small_business,0.1544,482.13,66902.46,12.03,730,4242,10016.0,53.6,1,0,0,0
16415,home_improvement,0.1565,49.12,7032.64,17.04,670,363,3622.0,34.7,5,0,0,0
16416,all_other,0.1301,331.33,33398.75,7.21,720,2034,5386.0,47.0,1,0,0,0
16417,small_business,0.125,457.97,81527.24,18.26,704,3412,4177.0,47.3,2,1,0,0
16418,small_business,0.1386,651.22,90122.13,5.06,702,3563,10231.0,52.3,2,0,0,0
16419,all_other,0.1538,126.04,118660.01,23.64,688,4380,54907.0,34.8,5,0,0,0
16420,educational,0.1532,195.32,15646.15,10.15,671,531,1103.0,37.9,4,0,0,0
16421,debt_consolidation,0.162,334.38,71473.91,20.38,656,928,2374.0,40.9,3,0,0,0
16422,credit_card,0.0966,359.62,89116.28,8.69,755,7926,41652.0,17.1,0,0,0,0
16423,home_improvement,0.1494,485.72,87001.33,5.75,745,2765,3813.0,3.4,1,0,0,0
16424,educational,0.1264,75.73,65921.31,4.61,690,4335,1954.0,4.1,4,1,0,0
16425,debt_consolidation,0.1264,467.93,63979.77,22.88,715,1258,10421.0,75.5,3,0,0,0
16426,credit_card,0.1707,474.53,63448.81,11.86,701,3645,10654.0,54.5,0,0,0,0
16427,home_improvement,0.1506,49.4,66945.34,15.53,636,3785,18900.0,67.4,12,0,0,0
16428,all_other,0.1141,86.69,74242.15,16.23,714,8441,5595.0,33.4,1,0,0,0
16429,debt_consolidation,0.1504,533.6,86342.61,8.75,724,3397,645.0,6.1,0,0,0,1
16430,all_other,0.1025,305.03,32631.96,11.93,723,3570,2946.0,33.6,0,0,0,0
16431,all_other,0.1185,457.36,35958.09,13.87,697,2702,18112.0,49.1,0,0,0,0
16432,home_improvement,0.1407,251.97,102196.05,5.11,717,5594,4000.0,36.6,0,0,0,0
16433,home_improvement,0.1503,223.05,107972.34,24.76,683,4032,37367.0,56.4,1,0,0,0
16434,home_improvement,0.1537,181.13,112522.73,13.51,732,5013,9347.0,13.2,1,0,0,0
16435,educational,0.0652,253.71,47163.68,6.39,731,2424,66.0,8.7,0,0,0,0
16436,major_purchase,0.1106,222.58,49953.84,10.31,720,4709,1569.0,25.1,5,1,0,0
16437,all_other,0.132,252.87,152746.52,1.02,703,5936,113034.0,9.2,0,2,0,1
16438,major_purchase,0.1316,704.96,85185.8,9.59,732,10184,4532.0,15.8,3,0,0,0
16439,educational,0.14,160.58,175326.72,22.52,659,6365,10754.0,20.3,3,0,1,1
16440,educational,0.1454,72.64,9947.16,1.28,653,1983,251.0,63.9,1,0,0,0
16441,major_purchase,0.0843,290.83,62498.51,1.96,792,4625,2256.0,8.1,1,0,0,0
16442,credit_card,0.1298,532.35,96158.41,7.33,751,9182,3525.0,49.9,1,0,0,0
16443,credit_card,0.141,111.17,49810.51,24.69,653,5687,56601.0,68.1,3,0,0,0
16444,credit_card,0.1315,77.56,68565.45,23.66,671,1882,20613.0,65.2,0,0,0,0
16445,all_other,0.1468,23.86,47912.08,18.02,668,4967,23973.0,63.0,2,0,0,0
16446,all_other,0.1274,115.11,18227.38,1.9,652,1008,1495.0,49.2,2,0,0,0
16447,major_purchase,0.1693,233.75,57870.31,9.58,663,2289,2136.0,4.9,7,0,0,1
16448,credit_card,0.1387,260.45,48259.71,11.48,666,6404,3048.0,15.2,2,1,0,0
16449,major_purchase,0.0734,184.57,26449.07,16.86,746,2541,2485.0,32.8,0,0,0,0
16450,small_business,0.0724,188.63,76766.0,7.75,804,8709,82686.0,15.8,0,0,0,0
16451,home_improvement,0.0777,143.33,55169.0,8.02,735,2402,9950.0,21.6,3,0,0,0
16452,small_business,0.1754,827.81,86351.68,13.49,727,5417,25255.0,76.4,1,0,0,0
16453,small_business,0.1792,547.73,56413.95,1.61,676,1755,1732.0,42.0,6,0,0,1
16454,small_business,0.1208,861.38,278225.13,6.08,707,5663,85145.0,45.4,2,0,0,0
16455,educational,0.1284,92.28,6132.43,4.24,647,414,1382.0,52.7,2,0,0,1
16456,educational,0.1249,216.67,119704.48,18.28,747,8397,38174.0,53.0,3,1,0,0
16457,small_business,0.1129,140.69,40430.53,2.5,693,5317,7150.0,56.0,1,0,0,0
16458,small_business,0.1919,341.93,105025.14,12.17,686,8163,25557.0,17.5,8,0,1,0
16459,credit_card,0.146,237.31,38527.96,6.85,678,5443,6203.0,67.1,0,2,0,0
16460,major_purchase,0.1092,63.5,70228.48,3.96,764,3681,988.0,7.0,0,0,0,0
16461,small_business,0.1938,894.57,109196.27,18.23,715,4485,7179.0,23.1,4,0,0,1
16462,educational,0.1031,124.41,89104.26,10.51,714,6349,3553.0,3.7,0,0,0,1
16463,credit_card,0.0977,294.26,124512.15,19.17,692,10144,26390.0,56.9,0,0,0,0
16464,debt_consolidation,0.1472,531.56,156699.93,12.77,672,7143,19385.0,54.9,0,0,0,0
16465,credit_card,0.0731,219.64,77176.61,5.29,755,5153,4715.0,60.9,0,0,0,0
16466,debt_consolidation,0.1334,123.42,64290.99,19.31,688,4490,4083.0,65.2,0,1,0,1
16467,debt_consolidation,0.1417,887.47,180774.1,14.82,689,8485,26725.0,44.5,4,0,0,0
16468,small_business,0.1503,799.67,88245.88,19.24,680,2357,4891.0,65.4,0,0,0,0
16469,all_other,0.0819,192.67,53127.57,2.44,737,5480,6939.0,42.0,2,1,0,0
16470,home_improvement,0.1024,180.12,96647.78,16.08,763,6090,22169.0,35.9,1,0,0,0
16471,home_improvement,0.1547,846.56,88308.82,23.44,690,11401,76806.0,91.4,1,0,0,0
16472,educational,0.1235,516.88,86968.35,6.39,683,9750,26295.0,68.0,0,0,0,0
16473,small_business,0.1376,98.93,41658.4,17.27,653,3130,8420.0,91.5,3,0,0,0
16474,debt_consolidation,0.0994,260.43,86942.48,6.69,745,12770,5394.0,49.6,0,0,0,0
16475,small_business,0.1745,254.28,140786.94,11.27,670,3685,9574.0,31.6,6,2,0,1
16476,debt_consolidation,0.1881,436.22,71943.3,14.2,705,5689,10102.0,26.7,5,0,0,1
16477,home_improvement,0.0974,123.65,77966.13,18.83,786,6361,118449.0,30.8,0,0,0,0
16478,credit_card,0.0815,91.94,25788.09,15.95,758,3632,1836.0,16.3,5,0,0,0
16479,major_purchase,0.1113,187.56,41964.69,16.96,710,5351,8378.0,63.4,0,0,0,0
16480,credit_card,0.1296,129.85,85735.11,18.44,643,4705,22965.0,89.8,2,0,0,0
16481,major_purchase,0.1374,26.77,19213.38,5.27,680,1689,2843.0,34.6,1,0,0,0
16482,small_business,0.1231,346.11,33457.65,1.79,739,1493,968.0,24.2,0,0,0,0
16483,debt_consolidation,0.0967,313.91,42570.97,26.82,767,5935,10050.0,22.4,0,0,0,0
16484,small_business,0.1392,251.79,37132.83,10.82,717,1951,1979.0,84.4,0,0,0,0
16485,home_improvement,0.1155,217.02,72032.43,13.02,688,7493,2955.0,56.5,1,0,1,0
16486,credit_card,0.1723,117.05,52872.79,21.18,692,4814,19905.0,80.5,5,0,0,0
16487,credit_card,0.1248,226.98,49963.89,15.64,739,9603,34465.0,49.8,0,0,0,0
